id,name,category,storageForm,description,moisturePerc,dryMatterPerc,ashPerc,metabolizableEnergyKcal,crudeProteinPerc,crudeFatPerc,crudeFiberPerc,calciumPerc,totalPhosphorusPerc,availablePhosphorusPerc,sodiumPerc,chloridePerc,saltPerc,lysinePerc,methioninePerc,cystinePerc,taurinePerc
ing_01125,"Beef, top sirloin, steak, separable lean only, trimmed to 0 fat, select, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168636),63.58,36.42,1.35,1770.0,30.8,5.03,0.0,0.022,0.253,0.1265,0.066,0.099,0.165,0.397,1.528,0.802,0.0
ing_01126,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8 fat, all grades, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168637),61.05,38.95,1.05,2130.0,28.16,10.32,0.0,0.019,0.224,0.112,0.068,0.102,0.17,0.309,1.517,0.818,0.0
ing_01127,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0 fat, all grades, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168638),60.38,39.62,1.28,2120.0,26.07,11.18,0.0,0.006,0.211,0.1055,0.069,0.1035,0.1725,0.28,1.41,0.74,0.0
ing_01128,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0 fat, choice, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168639),59.13,40.87,1.17,2240.0,25.51,12.8,0.0,0.006,0.211,0.1055,0.069,0.1035,0.1725,0.286,1.241,0.724,0.0
ing_01129,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168640),71.46,28.54,1.03,1450.0,22.61,5.41,0.0,0.019,0.2,0.1,0.043,0.0645,0.1075,0.274,1.324,0.719,0.0
ing_01130,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8 fat, select, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168641),62.16,37.84,1.1,2030.0,28.92,8.76,0.0,0.02,0.227,0.1135,0.067,0.1005,0.1675,0.327,1.583,0.859,0.0
ing_01131,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8 fat, all grades, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168642),70.73,29.27,1.01,1530.0,22.22,6.5,0.0,0.021,0.2,0.1,0.042,0.063,0.105,0.244,1.197,0.645,0.0
ing_01132,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8 fat, all grades, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168643),61.15,38.85,1.05,2120.0,27.86,10.37,0.0,0.018,0.219,0.1095,0.067,0.1005,0.1675,0.296,1.455,0.784,0.0
ing_01133,"Beef, short loin, t-bone steak, separable lean only, trimmed to 0 fat, choice, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168644),62.5,37.5,1.17,1980.0,25.98,9.61,0.0,0.004,0.215,0.1075,0.071,0.1065,0.1775,0.291,1.264,0.665,0.0
ing_01134,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168645),71.86,28.14,1.02,1440.0,22.41,5.34,0.0,0.023,0.214,0.107,0.057,0.0855,0.1425,0.27,1.304,0.708,0.0
ing_01135,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168646),71.4,28.6,0.99,1560.0,20.16,7.73,0.0,0.015,0.191,0.0955,0.051,0.0765,0.1275,0.26,1.0,0.525,0.0
ing_01136,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168647),72.62,27.38,1.01,1450.0,20.8,6.28,0.0,0.023,0.196,0.098,0.058,0.087,0.145,0.268,1.032,0.542,0.0
ing_01137,"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0 fat, select, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168648),63.87,36.13,1.19,1820.0,29.93,6.05,0.0,0.021,0.242,0.121,0.063,0.0945,0.1575,0.386,1.485,0.779,0.0
ing_01138,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168649),64.28,35.72,1.29,1620.0,30.09,3.77,0.0,0.018,0.306,0.153,0.075,0.1125,0.1875,0.359,1.765,0.951,0.0
ing_01139,"Beef, ground, 70% lean meat / 30% fat, patty cooked, pan-broiled",proteinSource,fresh,USDA SR Legacy Profile (FDC ID: 168650),59.36,40.64,1.04,2380.0,22.86,15.54,0.0,0.037,0.194,0.097,0.092,0.138,0.23,0.235,1.123,0.588,0.0
ing_01140,"Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",proteinSource,fresh,USDA SR Legacy Profile (FDC ID: 168651),55.85,44.15,0.97,2770.0,25.38,18.66,0.0,0.035,0.185,0.0925,0.081,0.1215,0.2025,0.261,1.246,0.653,0.0
ing_01141,"Beef, ground, 70% lean meat / 30% fat, raw",proteinSource,fresh,USDA SR Legacy Profile (FDC ID: 168652),54.3,45.7,0.7,3320.0,14.35,30.0,0.0,0.024,0.132,0.066,0.066,0.099,0.165,0.148,0.705,0.369,0.0
ing_01142,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168653),70.62,29.38,0.92,1570.0,19.71,8.54,0.0,0.011,0.186,0.093,0.077,0.1155,0.1925,0.21,0.912,0.575,0.0
ing_01143,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168654),62.11,37.89,1.13,1960.0,28.15,9.23,0.0,0.014,0.224,0.112,0.087,0.1305,0.2175,0.3,1.302,0.821,0.0
ing_01144,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168655),73.35,26.65,1.25,1330.0,20.39,5.73,0.0,0.012,0.211,0.1055,0.087,0.1305,0.2175,0.217,0.943,0.595,0.0
ing_01145,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0 fat, all grades, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168656),72.7,27.3,1.03,1320.0,21.47,5.11,0.0,0.013,0.222,0.111,0.083,0.1245,0.2075,0.228,0.993,0.626,0.0
ing_01146,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168657),72.21,27.79,1.0,1370.0,21.28,5.75,0.0,0.013,0.224,0.112,0.082,0.123,0.205,0.227,0.984,0.621,0.0
ing_01147,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168658),73.43,26.57,1.07,1240.0,21.74,4.14,0.0,0.013,0.218,0.109,0.085,0.1275,0.2125,0.231,1.006,0.634,0.0
ing_01148,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168659),60.31,39.69,1.02,2200.0,27.51,12.26,0.0,0.014,0.217,0.1085,0.084,0.126,0.21,0.289,1.243,0.781,0.0
ing_01149,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0 fat, all grades, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168660),68.8,31.2,0.97,1800.0,19.18,11.48,0.0,0.017,0.189,0.0945,0.081,0.1215,0.2025,0.201,0.867,0.545,0.0
ing_01150,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168661),68.26,31.74,0.98,1850.0,19.14,12.02,0.0,0.017,0.186,0.093,0.08,0.12,0.2,0.201,0.865,0.544,0.0
ing_01151,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168662),69.61,30.39,0.95,1730.0,19.25,10.67,0.0,0.018,0.187,0.0935,0.082,0.123,0.205,0.202,0.87,0.547,0.0
ing_01152,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8 fat, select, cooked",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168663),58.68,41.32,1.04,2450.0,26.06,15.09,0.0,0.013,0.174,0.087,0.051,0.0765,0.1275,0.313,1.306,0.701,0.0
ing_01153,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8 fat, all grades, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168664),61.08,38.92,0.88,2530.0,18.42,19.06,0.0,0.006,0.177,0.0885,0.069,0.1035,0.1725,0.206,0.896,0.471,0.0
ing_01154,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, braised",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168665),49.58,50.42,0.92,3310.0,25.85,24.5,0.0,0.007,0.207,0.1035,0.064,0.096,0.16,0.29,1.258,0.662,0.0
ing_01155,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8 fat, all grades, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168666),59.07,40.93,0.81,2770.0,17.94,22.18,0.0,0.016,0.165,0.0825,0.059,0.0885,0.1475,0.248,0.955,0.501,0.0
ing_01156,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, braised",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168667),50.45,49.55,0.92,3020.0,30.12,19.22,0.0,0.017,0.183,0.0915,0.05,0.075,0.125,0.392,1.507,0.791,0.0
ing_01157,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168668),61.78,38.22,0.87,2490.0,19.14,18.57,0.0,0.016,0.171,0.0855,0.063,0.0945,0.1575,0.241,0.925,0.486,0.0
ing_01158,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8 fat, choice, cooked, braised",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168669),49.35,50.65,0.93,3090.0,30.2,19.93,0.0,0.016,0.182,0.091,0.049,0.0735,0.1225,0.388,1.493,0.784,0.0
ing_01159,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168670),62.88,37.12,0.85,2390.0,19.33,17.39,0.0,0.018,0.176,0.088,0.062,0.093,0.155,0.249,0.959,0.503,0.0
ing_01160,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8 fat, choice, cooked, braised",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168671),46.32,53.68,0.87,3590.0,26.37,27.26,0.0,0.013,0.198,0.099,0.064,0.096,0.16,0.295,1.283,0.675,0.0
ing_01161,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168672),62.83,37.17,0.84,2300.0,17.37,17.33,0.0,0.01,0.164,0.082,0.069,0.1035,0.1725,0.194,0.845,0.445,0.0
ing_01162,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8 fat, select, cooked, braised",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168673),49.4,50.6,0.89,3180.0,27.33,22.35,0.0,0.013,0.206,0.103,0.066,0.099,0.165,0.306,1.329,0.7,0.0
ing_01163,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168674),64.79,35.21,1.0,1830.0,26.65,8.46,0.0,0.019,0.21,0.105,0.08,0.12,0.2,0.284,1.233,0.777,0.0
ing_01164,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168675),53.85,46.15,0.77,3220.0,16.34,27.93,0.0,0.009,0.154,0.077,0.054,0.081,0.135,0.183,0.795,0.418,0.0
ing_01165,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8 fat, choice, cooked, broiled",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168676),47.33,52.67,1.03,3520.0,22.26,28.5,0.0,0.011,0.178,0.089,0.063,0.0945,0.1575,0.249,1.083,0.57,0.0
ing_01166,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168677),46.87,53.13,0.98,3650.0,22.6,29.79,0.0,0.011,0.176,0.088,0.064,0.096,0.16,0.253,1.099,0.579,0.0
ing_01167,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168678),57.48,42.52,0.79,2880.0,16.75,23.95,0.0,0.009,0.159,0.0795,0.055,0.0825,0.1375,0.188,0.815,0.429,0.0
ing_01168,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8 fat, prime, cooked, roasted",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168679),43.4,56.6,0.91,4000.0,22.57,33.7,0.0,0.011,0.175,0.0875,0.065,0.0975,0.1625,0.253,1.098,0.578,0.0
ing_01169,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8 fat, all grades, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168680),54.51,45.49,0.76,3160.0,16.26,27.29,0.0,0.008,0.153,0.0765,0.055,0.0825,0.1375,0.182,0.791,0.416,0.0
ing_01170,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8 fat, all grades, cooked, broiled",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168681),48.74,51.26,1.04,3380.0,21.55,27.22,0.0,0.01,0.182,0.091,0.064,0.096,0.16,0.241,1.048,0.552,0.0
ing_01171,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8 fat, all grades, cooked, roasted",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168682),47.73,52.27,0.91,3550.0,23.01,28.51,0.0,0.01,0.173,0.0865,0.064,0.096,0.16,0.258,1.119,0.589,0.0
ing_01172,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8 fat, select, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168683),50.25,49.75,1.04,3240.0,21.55,25.71,0.0,0.01,0.182,0.091,0.064,0.096,0.16,0.241,1.048,0.552,0.0
ing_01173,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8 fat, select, cooked, roasted",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168684),49.4,50.6,0.93,3330.0,23.4,25.84,0.0,0.009,0.176,0.088,0.065,0.0975,0.1625,0.262,1.138,0.599,0.0
ing_01174,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8 fat, prime, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168685),50.4,49.6,0.73,3670.0,15.77,33.26,0.0,0.008,0.147,0.0735,0.053,0.0795,0.1325,0.177,0.767,0.404,0.0
ing_01175,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8 fat, prime, cooked, broiled",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168686),43.48,56.52,0.9,4040.0,20.65,34.97,0.0,0.01,0.164,0.082,0.062,0.093,0.155,0.231,1.005,0.529,0.0
ing_01176,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8 fat, prime, cooked, roasted",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168687),44.49,55.51,0.91,3930.0,22.86,32.74,0.0,0.01,0.172,0.086,0.064,0.096,0.16,0.256,1.112,0.585,0.0
ing_01177,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8 fat, choice, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168688),52.93,47.07,1.04,3040.0,24.53,22.09,0.0,0.016,0.183,0.0915,0.049,0.0735,0.1225,0.317,1.217,0.639,0.0
ing_01178,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168689),47.18,52.82,1.09,3590.0,22.28,29.21,0.0,0.013,0.181,0.0905,0.063,0.0945,0.1575,0.249,1.083,0.57,0.0
ing_01179,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168690),62.0,38.0,0.89,2460.0,19.56,18.0,0.0,0.022,0.18,0.09,0.049,0.0735,0.1225,0.252,0.971,0.509,0.0
ing_01180,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8 fat, select, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168691),54.36,45.64,1.06,2780.0,27.17,18.0,0.0,0.022,0.219,0.1095,0.058,0.087,0.145,0.351,1.348,0.708,0.0
ing_01181,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168692),62.15,37.85,1.25,1940.0,27.7,9.29,0.0,0.014,0.224,0.112,0.088,0.132,0.22,0.291,1.252,0.787,0.0
ing_01182,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168693),71.89,28.11,1.09,1460.0,20.16,7.25,0.0,0.012,0.201,0.1005,0.082,0.123,0.205,0.212,0.911,0.572,0.0
ing_01183,"Beef, round, full cut, separable lean and fat, trimmed to 1/8 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168694),65.44,34.56,0.98,1950.0,20.56,11.92,0.0,0.004,0.199,0.0995,0.054,0.081,0.135,0.23,1.0,0.526,0.0
ing_01184,"Beef, round, full cut, separable lean and fat, trimmed to 1/8 fat, choice, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168695),56.73,43.27,1.32,2350.0,27.54,12.98,0.0,0.006,0.24,0.12,0.062,0.093,0.155,0.308,1.339,0.705,0.0
ing_01185,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, roasted",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168696),61.6,38.4,1.05,2180.0,26.41,11.64,0.0,0.006,0.164,0.082,0.035,0.0525,0.0875,0.352,1.354,0.711,0.0
ing_01186,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168697),66.32,33.68,1.02,1980.0,20.71,12.15,0.0,0.016,0.197,0.0985,0.053,0.0795,0.1325,0.267,1.028,0.539,0.0
ing_01187,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8 fat, choice, cooked, braised",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168698),54.27,45.73,0.95,2540.0,32.85,12.56,0.0,0.007,0.199,0.0995,0.042,0.063,0.105,0.424,1.63,0.855,0.0
ing_01188,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168699),61.09,38.91,1.01,2230.0,26.05,12.44,0.0,0.006,0.159,0.0795,0.034,0.051,0.085,0.35,1.346,0.707,0.0
ing_01189,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168700),67.44,32.56,0.99,1870.0,20.68,10.93,0.0,0.023,0.201,0.1005,0.06,0.09,0.15,0.267,1.026,0.539,0.0
ing_01190,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168701),68.57,31.43,1.03,1730.0,21.68,8.91,0.0,0.016,0.206,0.103,0.055,0.0825,0.1375,0.28,1.076,0.565,0.0
ing_01191,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168702),61.36,38.64,1.06,2120.0,28.48,10.05,0.0,0.006,0.171,0.0855,0.037,0.0555,0.0925,0.362,1.393,0.731,0.0
ing_01192,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168703),70.06,29.94,0.99,1600.0,21.3,7.57,0.0,0.024,0.208,0.104,0.062,0.093,0.155,0.275,1.057,0.555,0.0
ing_01193,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8 fat, select, cooked, roasted",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168704),62.58,37.42,1.13,2040.0,28.13,9.26,0.0,0.007,0.177,0.0885,0.037,0.0555,0.0925,0.363,1.396,0.733,0.0
ing_01194,"Beef, round, tip round, separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168705),66.86,33.14,0.96,1780.0,19.74,10.39,0.0,0.005,0.195,0.0975,0.058,0.087,0.145,0.221,0.96,0.505,0.0
ing_01195,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8 fat, select, cooked, roasted",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168706),62.31,37.69,1.14,2100.0,27.63,10.24,0.0,0.006,0.232,0.116,0.064,0.096,0.16,0.309,1.344,0.707,0.0
ing_01196,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168707),71.12,28.88,0.99,1520.0,20.07,7.94,0.0,0.012,0.199,0.0995,0.081,0.1215,0.2025,0.211,0.907,0.57,0.0
ing_01197,"Beef, round, top round, separable lean only, trimmed to 1/8 fat, choice, cooked, pan-fried",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168708),54.18,45.82,1.53,2280.0,33.93,8.33,0.0,0.006,0.286,0.143,0.065,0.0975,0.1625,0.438,1.683,0.884,0.0
ing_01198,"Beef, round, top round, separable lean and fat, trimmed to 1/8 fat, choice, cooked, braised",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168709),53.83,46.17,1.65,2500.0,34.09,11.61,0.0,0.005,0.214,0.107,0.045,0.0675,0.1125,0.382,1.658,0.873,0.0
ing_01199,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8 fat, choice, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168710),58.46,41.54,1.18,2240.0,30.7,10.27,0.0,0.007,0.187,0.0935,0.04,0.06,0.1,0.394,1.515,0.795,0.0
ing_01200,"Beef, round, top round, separable lean and fat, trimmed to 1/8 fat, choice, cooked, pan-fried",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168711),52.36,47.64,1.45,2660.0,32.99,13.83,0.0,0.006,0.274,0.137,0.068,0.102,0.17,0.37,1.605,0.845,0.0
ing_01201,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168712),69.29,30.71,1.08,1640.0,22.18,7.68,0.0,0.025,0.214,0.107,0.063,0.0945,0.1575,0.286,1.1,0.577,0.0
ing_01202,"Beef, round, top round, separable lean and fat, trimmed to 1/8 fat, select, cooked, braised",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168713),55.63,44.37,1.67,2250.0,34.6,8.54,0.0,0.004,0.217,0.1085,0.045,0.0675,0.1125,0.387,1.683,0.886,0.0
ing_01203,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168714),69.89,30.11,0.98,1650.0,20.32,9.29,0.0,0.013,0.21,0.105,0.08,0.12,0.2,0.213,0.918,0.577,0.0
ing_01204,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168715),64.12,35.88,0.93,2180.0,20.36,14.58,0.0,0.019,0.188,0.094,0.052,0.078,0.13,0.205,1.017,0.548,0.0
ing_01205,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8 fat, choice, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168716),54.76,45.24,0.95,2840.0,24.85,19.78,0.0,0.019,0.207,0.1035,0.063,0.0945,0.1575,0.25,1.241,0.67,0.0
ing_01206,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8 fat, choice, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168717),63.43,36.57,0.91,2280.0,20.0,15.83,0.0,0.021,0.174,0.087,0.035,0.0525,0.0875,0.201,0.999,0.539,0.0
ing_01207,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8 fat, choice, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168718),54.99,45.01,1.02,2780.0,26.16,18.45,0.0,0.017,0.195,0.0975,0.052,0.078,0.13,0.338,1.298,0.681,0.0
ing_01208,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168719),63.95,36.05,0.87,2240.0,20.59,15.04,0.0,0.023,0.189,0.0945,0.052,0.078,0.13,0.253,0.973,0.511,0.0
ing_01209,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8 fat, select, cooked, grilled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168720),57.96,42.04,1.04,2500.0,26.72,15.11,0.0,0.022,0.213,0.1065,0.057,0.0855,0.1425,0.341,1.309,0.687,0.0
ing_01210,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8 fat, prime, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168721),58.42,41.58,0.77,2810.0,19.0,22.17,0.0,0.006,0.163,0.0815,0.053,0.0795,0.1325,0.213,0.924,0.486,0.0
ing_01211,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8 fat, choice, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168722),55.53,44.47,1.01,2730.0,26.43,17.78,0.0,0.017,0.196,0.098,0.052,0.078,0.13,0.341,1.311,0.688,0.0
ing_01212,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",agricultural,dry,USDA SR Legacy Profile (FDC ID: 168723),47.99,52.01,1.18,3310.0,23.9,25.39,0.0,0.009,0.236,0.118,0.065,0.0975,0.1625,0.268,1.163,0.612,0.0
ing_01213,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8 fat, select, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168724),61.33,38.67,0.9,2490.0,19.37,18.46,0.0,0.022,0.182,0.091,0.05,0.075,0.125,0.25,0.961,0.504,0.0
ing_01214,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8 fat, select, cooked, broiled",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 168725),56.5,43.5,1.09,2620.0,26.48,16.53,0.0,0.022,0.214,0.107,0.057,0.0855,0.1425,0.333,1.279,0.672,0.0
