id,name,category,storageForm,description,moisturePerc,dryMatterPerc,ashPerc,metabolizableEnergyKcal,crudeProteinPerc,crudeFatPerc,crudeFiberPerc,calciumPerc,totalPhosphorusPerc,availablePhosphorusPerc,sodiumPerc,chloridePerc,saltPerc,lysinePerc,methioninePerc,cystinePerc,taurinePerc
ing_02943,"Potatoes, o'brien, frozen, prepared",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170454),61.96,38.04,0.75,2040.0,2.22,13.21,1.7,0.02,0.093,0.0465,0.043,0.0645,0.1075,0.03,0.12,0.034,0.0
ing_02944,"Taro, tahitian, cooked, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170455),86.46,13.54,1.85,440.0,4.16,0.68,0.0,0.149,0.067,0.0335,0.054,0.081,0.135,0.0,0.0,0.0,0.0
ing_02945,"Tomatoes, green, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170456),93.0,7.0,0.5,230.0,1.2,0.2,1.1,0.013,0.028,0.014,0.013,0.0195,0.0325,0.016,0.031,0.01,0.0
ing_02946,"Tomatoes, red, ripe, raw, year round average",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170457),94.52,5.48,0.5,180.0,0.88,0.2,1.2,0.01,0.024,0.012,0.005,0.0075,0.0125,0.009,0.018,0.006,0.0
ing_02947,"Tomato juice, canned, with salt added",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170458),94.24,5.76,1.09,170.0,0.85,0.29,0.4,0.01,0.019,0.0095,0.253,0.3795,0.6325,0.0,0.0,0.0,0.0
ing_02948,"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170459),73.5,26.5,2.8,820.0,4.32,0.47,4.1,0.036,0.083,0.0415,0.059,0.0885,0.1475,0.046,0.088,0.027,0.0
ing_02949,"Tomato products, canned, puree, without salt added",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170460),87.88,12.12,1.28,380.0,1.65,0.21,1.9,0.018,0.04,0.02,0.028,0.042,0.07,0.01,0.033,0.009,0.0
ing_02950,Tomato powder,agricultural,dry,USDA SR Legacy Profile (FDC ID: 170461),3.06,96.94,8.91,3020.0,12.91,0.44,16.5,0.166,0.295,0.1475,0.134,0.201,0.335,0.076,0.264,0.066,0.0
ing_02951,"Tomato products, canned, sauce, with onions, green peppers, and celery",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170462),88.28,11.72,1.27,410.0,0.94,0.74,1.4,0.013,0.038,0.019,0.368,0.552,0.92,0.007,0.02,0.005,0.0
ing_02952,"Tomato products, canned, sauce, with tomato tidbits",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170463),89.09,10.91,2.11,320.0,1.32,0.39,1.4,0.01,0.042,0.021,0.015,0.0225,0.0375,0.008,0.027,0.007,0.0
ing_02953,"Tree fern, cooked, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170464),88.6,11.4,0.06,400.0,0.29,0.07,3.7,0.008,0.004,0.002,0.005,0.0075,0.0125,0.0,0.0,0.0,0.0
ing_02954,"Turnips, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170465),91.87,8.13,0.7,280.0,0.9,0.1,1.8,0.03,0.027,0.0135,0.067,0.1005,0.1675,0.005,0.03,0.011,0.0
ing_02955,"Turnip greens, cooked, boiled, drained, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170466),93.2,6.8,1.07,200.0,1.14,0.23,3.5,0.137,0.029,0.0145,0.029,0.0435,0.0725,0.013,0.078,0.026,0.0
ing_02956,"Turnip greens, canned, solids and liquids",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170467),94.69,5.31,1.23,140.0,1.36,0.3,1.7,0.118,0.021,0.0105,0.277,0.4155,0.6925,0.015,0.092,0.031,0.0
ing_02957,"Turnip greens, frozen, unprepared",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170468),92.93,7.07,0.62,220.0,2.47,0.31,2.5,0.118,0.027,0.0135,0.012,0.018,0.03,0.028,0.168,0.056,0.0
ing_02958,"Turnip greens, frozen, cooked, boiled, drained, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170469),90.4,9.6,0.85,290.0,3.35,0.42,3.4,0.152,0.034,0.017,0.015,0.0225,0.0375,0.038,0.228,0.076,0.0
ing_02959,"Turnip greens and turnips, frozen, unprepared",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170470),93.13,6.87,0.83,210.0,2.46,0.19,2.4,0.114,0.024,0.012,0.018,0.027,0.045,0.024,0.142,0.048,0.0
ing_02960,"Vegetables, mixed, frozen, unprepared",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170471),82.08,17.92,0.6,720.0,3.33,0.52,4.0,0.025,0.059,0.0295,0.047,0.0705,0.1175,0.03,0.174,0.04,0.0
ing_02961,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170472),83.23,16.77,0.67,650.0,2.86,0.15,4.4,0.025,0.051,0.0255,0.035,0.0525,0.0875,0.026,0.149,0.034,0.0
ing_02962,"Vegetable juice cocktail, low sodium, canned",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170473),94.13,5.87,0.82,190.0,0.91,0.32,0.5,0.015,0.019,0.0095,0.055,0.0825,0.1375,0.01,0.019,0.006,0.0
ing_02963,"Vinespinach, (basella), raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170474),93.1,6.9,1.4,190.0,1.8,0.3,0.0,0.109,0.052,0.026,0.024,0.036,0.06,0.027,0.065,0.019,0.0
ing_02964,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170475),96.06,3.94,0.3,140.0,0.4,0.2,1.0,0.018,0.017,0.0085,0.107,0.1605,0.2675,0.0,0.0,0.003,0.0
ing_02965,"Winged beans, immature seeds, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170476),87.04,12.96,0.83,490.0,6.95,0.87,0.0,0.084,0.037,0.0185,0.004,0.006,0.01,0.0,0.0,0.0,0.0
ing_02966,"Winged beans, immature seeds, cooked, boiled, drained, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170477),90.11,9.89,0.71,380.0,5.31,0.66,0.0,0.061,0.025,0.0125,0.004,0.006,0.01,0.0,0.0,0.0,0.0
ing_02967,"Winged bean leaves, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170478),76.85,23.15,2.1,740.0,5.85,1.1,0.0,0.224,0.063,0.0315,0.009,0.0135,0.0225,0.075,0.245,0.064,0.0
ing_02968,"Beets, harvard, canned, solids and liquids",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170479),80.16,19.84,0.76,730.0,0.84,0.06,2.5,0.011,0.017,0.0085,0.162,0.243,0.405,0.01,0.029,0.01,0.0
ing_02969,"Beets, pickled, canned, solids and liquids",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170480),81.88,18.12,0.96,650.0,0.8,0.08,0.8,0.011,0.017,0.0085,0.149,0.2235,0.3725,0.01,0.028,0.009,0.0
ing_02970,"Borage, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170481),93.0,7.0,1.44,210.0,1.8,0.7,0.0,0.093,0.053,0.0265,0.08,0.12,0.2,0.0,0.0,0.0,0.0
ing_02971,"Borage, cooked, boiled, drained, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170482),91.88,8.12,1.67,250.0,2.09,0.81,0.0,0.102,0.055,0.0275,0.088,0.132,0.22,0.0,0.0,0.0,0.0
ing_02972,"Drumstick pods, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170483),88.2,11.8,0.97,370.0,2.1,0.2,3.2,0.03,0.05,0.025,0.042,0.063,0.105,0.0,0.0,0.0,0.0
ing_02973,"Drumstick pods, cooked, boiled, drained, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170484),88.42,11.58,1.12,360.0,2.09,0.19,4.2,0.02,0.049,0.0245,0.043,0.0645,0.1075,0.0,0.0,0.0,0.0
ing_02974,"Leeks, (bulb and lower-leaf portion), freeze-dried",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170485),2.0,98.0,6.05,3210.0,15.2,2.1,10.4,0.36,0.346,0.173,0.035,0.0525,0.0875,0.253,0.572,0.18,0.0
ing_02975,"Parsley, freeze-dried",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170486),2.0,98.0,19.12,2710.0,31.3,5.2,32.7,0.176,0.548,0.274,0.391,0.5865,0.9775,0.0,0.0,0.21,0.0
ing_02976,"Squash, summer, all varieties, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170487),94.64,5.36,0.62,160.0,1.21,0.18,1.1,0.015,0.038,0.019,0.002,0.003,0.005,0.012,0.053,0.017,0.0
ing_02977,"Squash, summer, all varieties, cooked, boiled, drained, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170488),93.7,6.3,0.77,200.0,0.91,0.31,1.4,0.027,0.039,0.0195,0.001,0.0015,0.0025,0.01,0.041,0.013,0.0
ing_02978,"Squash, winter, all varieties, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170489),89.76,10.24,0.57,340.0,0.95,0.13,1.5,0.028,0.023,0.0115,0.004,0.006,0.01,0.013,0.062,0.018,0.0
ing_02979,"Squash, winter, all varieties, cooked, baked, without salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170490),89.21,10.79,0.69,370.0,0.89,0.35,2.8,0.022,0.019,0.0095,0.001,0.0015,0.0025,0.008,0.038,0.011,0.0
ing_02980,"Carrot juice, canned",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170491),88.87,11.13,0.75,400.0,0.95,0.15,0.8,0.024,0.042,0.021,0.066,0.099,0.165,0.0,0.0,0.0,0.0
ing_02981,"Corn pudding, home prepared",grain,fresh,USDA SR Legacy Profile (FDC ID: 170492),72.33,27.67,1.23,1310.0,4.42,5.04,1.2,0.039,0.09,0.045,0.282,0.423,0.705,0.071,0.255,0.114,0.0
ing_02982,"Potatoes, mashed, home-prepared, whole milk added",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170493),78.48,21.52,1.46,830.0,1.91,0.57,1.5,0.024,0.046,0.023,0.302,0.453,0.755,0.021,0.112,0.035,0.0
ing_02983,Spinach souffle,agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170494),70.73,29.27,2.52,1720.0,7.89,12.95,0.7,0.165,0.139,0.0695,0.566,0.849,1.415,0.095,0.505,0.207,0.0
ing_02984,"Seaweed, spirulina, dried",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170495),4.68,95.32,6.23,2900.0,57.47,7.72,3.6,0.12,0.118,0.059,1.048,1.572,2.62,0.662,3.512,1.149,0.0
ing_02985,"Seaweed, wakame, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170496),79.99,20.01,7.2,450.0,3.03,0.64,0.5,0.15,0.08,0.04,0.872,1.308,2.18,0.028,0.209,0.063,0.0
ing_02986,"Peppers, hot chili, green, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170497),87.74,12.26,0.6,400.0,2.0,0.2,1.5,0.018,0.046,0.023,0.007,0.0105,0.0175,0.038,0.084,0.024,0.0
ing_02987,"Potatoes, o'brien, home-prepared",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170498),79.6,20.4,1.29,810.0,2.35,1.28,0.0,0.036,0.05,0.025,0.217,0.3255,0.5425,0.03,0.133,0.043,0.0
ing_02988,"Shallots, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170499),79.8,20.2,0.8,720.0,2.5,0.1,3.2,0.037,0.06,0.03,0.012,0.018,0.03,0.0,0.11,0.027,0.0
ing_02989,"Carrot, dehydrated",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170500),4.0,96.0,6.84,3410.0,8.1,1.49,23.6,0.212,0.346,0.173,0.275,0.4125,0.6875,0.063,0.346,0.056,0.0
ing_02990,"Tomatoes, crushed, canned",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170501),89.44,10.56,1.35,320.0,1.64,0.28,1.9,0.034,0.032,0.016,0.186,0.279,0.465,0.02,0.04,0.013,0.0
ing_02991,"Tomatoes, orange, raw",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170502),94.78,5.22,0.69,160.0,1.16,0.19,0.9,0.005,0.029,0.0145,0.042,0.063,0.105,0.015,0.03,0.01,0.0
ing_02992,"Mustard greens, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170503),91.78,8.22,0.69,260.0,2.56,0.47,2.0,0.118,0.042,0.021,0.252,0.378,0.63,0.0,0.0,0.0,0.0
ing_02993,"Mustard greens, frozen, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170504),93.8,6.2,0.57,190.0,2.27,0.25,2.8,0.101,0.024,0.012,0.261,0.3915,0.6525,0.034,0.088,0.021,0.0
ing_02994,"Mustard spinach, (tendergreen), cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170505),94.5,5.5,0.8,160.0,1.7,0.2,2.0,0.158,0.018,0.009,0.25,0.375,0.625,0.0,0.0,0.0,0.0
ing_02995,"New zealand spinach, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170506),94.8,5.2,1.6,120.0,1.3,0.17,1.4,0.048,0.022,0.011,0.343,0.5145,0.8575,0.0,0.0,0.0,0.0
ing_02996,"Onions, frozen, whole, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170507),92.24,7.76,0.89,260.0,0.71,0.05,1.4,0.027,0.002,0.001,0.244,0.366,0.61,0.013,0.016,0.006,0.0
ing_02997,"Parsnips, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170508),80.24,19.76,1.13,710.0,1.32,0.3,4.0,0.037,0.069,0.0345,0.246,0.369,0.615,0.0,0.0,0.0,0.0
ing_02998,"Peas, edible-podded, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170509),88.91,11.09,1.13,400.0,3.27,0.23,2.8,0.042,0.055,0.0275,0.24,0.36,0.6,0.037,0.319,0.013,0.0
ing_02999,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170510),86.6,13.4,1.09,500.0,3.5,0.38,3.1,0.059,0.058,0.029,0.241,0.3615,0.6025,0.04,0.342,0.014,0.0
ing_03000,"Peas, mature seeds, sprouted, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170511),74.37,25.63,0.99,980.0,7.05,0.51,0.0,0.026,0.024,0.012,0.239,0.3585,0.5975,0.2,0.285,0.089,0.0
ing_03001,"Peas and carrots, canned, no salt added, solids and liquids",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170512),88.15,11.85,0.93,380.0,2.17,0.27,3.3,0.023,0.046,0.023,0.004,0.006,0.01,0.013,0.094,0.031,0.0
ing_03002,"Peas and carrots, frozen, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170513),85.8,14.2,0.57,480.0,3.09,0.42,3.1,0.023,0.049,0.0245,0.304,0.456,0.76,0.019,0.134,0.044,0.0
ing_03003,"Peas and onions, frozen, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170514),88.18,11.82,0.45,450.0,2.54,0.2,2.2,0.014,0.034,0.017,0.273,0.4095,0.6825,0.017,0.107,0.037,0.0
ing_03004,"Peppers, sweet, red, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170515),91.87,8.13,0.9,260.0,0.92,0.2,1.2,0.009,0.018,0.009,0.238,0.357,0.595,0.018,0.039,0.011,0.0
ing_03005,"Peppers, sweet, green, frozen, chopped, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170516),94.7,5.3,0.86,160.0,0.95,0.18,0.9,0.008,0.013,0.0065,0.24,0.36,0.6,0.018,0.04,0.011,0.0
ing_03006,"Pigeonpeas, immature seeds, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170517),71.8,28.2,1.39,1110.0,5.96,1.36,4.2,0.041,0.118,0.059,0.24,0.36,0.6,0.0,0.0,0.0,0.0
ing_03007,"Pokeberry shoots, (poke), cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170518),92.9,7.1,1.3,200.0,2.3,0.4,1.5,0.053,0.033,0.0165,0.254,0.381,0.635,0.0,0.0,0.0,0.0
ing_03008,"Potatoes, boiled, cooked in skin, skin, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170519),77.8,22.2,2.04,780.0,2.86,0.1,3.3,0.045,0.054,0.027,0.25,0.375,0.625,0.0,0.0,0.0,0.0
ing_03009,"Potatoes, boiled, cooked without skin, flesh, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170520),77.46,22.54,0.72,860.0,1.71,0.1,2.0,0.008,0.04,0.02,0.241,0.3615,0.6025,0.022,0.096,0.027,0.0
ing_03010,"Potatoes, microwaved, cooked, in skin, flesh and skin, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170521),72.04,27.96,1.18,1050.0,2.44,0.1,2.3,0.011,0.105,0.0525,0.244,0.366,0.61,0.031,0.138,0.039,0.0
ing_03011,"Potatoes, microwaved, cooked in skin, flesh, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170522),73.55,26.45,0.97,1000.0,2.1,0.1,1.6,0.005,0.109,0.0545,0.243,0.3645,0.6075,0.027,0.118,0.033,0.0
ing_03012,"Potatoes, french fried, all types, salt not added in processing, frozen, as purchased",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170523),66.61,33.39,1.68,1470.0,2.24,4.66,1.9,0.009,0.083,0.0415,0.023,0.0345,0.0575,0.0,0.0,0.0,0.0
ing_03013,"Potatoes, au gratin, home-prepared from recipe using margarine",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170524),74.0,26.0,2.09,1320.0,5.06,7.59,1.8,0.119,0.113,0.0565,0.433,0.6495,1.0825,0.044,0.325,0.117,0.0
ing_03014,"Potatoes, scalloped, home-prepared with margarine",agricultural,fresh,USDA SR Legacy Profile (FDC ID: 170525),80.94,19.06,1.73,880.0,2.87,3.68,1.9,0.057,0.063,0.0315,0.335,0.5025,0.8375,0.034,0.174,0.058,0.0
ing_03015,"Pumpkin, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170526),93.69,6.31,1.21,180.0,0.72,0.07,1.1,0.015,0.03,0.015,0.237,0.3555,0.5925,0.002,0.025,0.008,0.0
ing_03016,"Pumpkin, canned, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170527),89.97,10.03,0.56,340.0,1.1,0.28,2.9,0.026,0.035,0.0175,0.241,0.3615,0.6025,0.003,0.038,0.012,0.0
ing_03017,"Rutabagas, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170528),91.54,8.46,0.51,300.0,0.93,0.18,1.8,0.018,0.041,0.0205,0.254,0.381,0.635,0.0,0.0,0.0,0.0
ing_03018,"Salsify, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170529),81.0,19.0,0.74,680.0,2.73,0.17,3.1,0.047,0.056,0.028,0.252,0.378,0.63,0.0,0.0,0.0,0.0
ing_03019,"Soybeans, green, cooked, boiled, drained, with salt",proteinSource,fresh,USDA SR Legacy Profile (FDC ID: 170530),68.6,31.4,1.6,1410.0,12.35,6.4,4.2,0.145,0.158,0.079,0.25,0.375,0.625,0.113,0.549,0.15,0.0
ing_03020,"Spinach, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170531),91.21,8.79,1.81,230.0,2.97,0.26,2.4,0.136,0.056,0.028,0.306,0.459,0.765,0.035,0.168,0.055,0.0
ing_03021,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170532),92.24,7.76,0.74,250.0,1.28,0.2,1.4,0.02,0.041,0.0205,0.242,0.363,0.605,0.014,0.058,0.018,0.0
ing_03022,"Squash, summer, scallop, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170533),95.0,5.0,0.5,160.0,1.03,0.17,1.9,0.015,0.028,0.014,0.237,0.3555,0.5925,0.011,0.047,0.015,0.0
ing_03023,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170534),95.22,4.78,0.59,150.0,1.14,0.36,1.0,0.018,0.037,0.0185,0.239,0.3585,0.5975,0.007,0.029,0.009,0.0
ing_03024,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170535),94.74,5.26,1.01,140.0,1.15,0.13,1.3,0.017,0.025,0.0125,0.238,0.357,0.595,0.012,0.052,0.016,0.0
ing_03025,"Squash, winter, butternut, frozen, cooked, boiled, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170536),87.8,12.2,0.86,390.0,1.23,0.07,0.0,0.019,0.014,0.007,0.238,0.357,0.595,0.011,0.053,0.015,0.0
ing_03026,"Squash, winter, hubbard, baked, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170537),85.1,14.9,0.99,500.0,2.48,0.62,4.9,0.017,0.023,0.0115,0.244,0.366,0.61,0.013,0.064,0.018,0.0
ing_03027,"Squash, winter, hubbard, cooked, boiled, mashed, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170538),91.1,8.9,0.59,300.0,1.48,0.37,2.9,0.01,0.014,0.007,0.241,0.3615,0.6025,0.013,0.064,0.018,0.0
ing_03028,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170539),92.3,7.7,0.32,270.0,0.66,0.26,1.4,0.021,0.0,0.0,0.254,0.381,0.635,0.005,0.026,0.007,0.0
ing_03029,"Succotash, (corn and limas), cooked, boiled, drained, with salt",grain,fresh,USDA SR Legacy Profile (FDC ID: 170540),68.37,31.63,1.39,1110.0,5.07,0.8,0.0,0.017,0.117,0.0585,0.253,0.3795,0.6325,0.055,0.308,0.068,0.0
ing_03030,"Sweet potato, cooked, boiled, without skin, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170541),80.13,19.87,0.63,760.0,1.37,0.14,2.5,0.027,0.032,0.016,0.263,0.3945,0.6575,0.013,0.108,0.041,0.0
ing_03031,"Sweet potato, frozen, cooked, baked, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170542),73.7,26.3,1.07,1000.0,1.71,0.12,1.8,0.035,0.044,0.022,0.244,0.366,0.61,0.014,0.112,0.042,0.0
ing_03032,"Taro, cooked, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170543),63.8,36.2,0.97,1420.0,0.52,0.11,5.1,0.018,0.076,0.038,0.251,0.3765,0.6275,0.011,0.028,0.007,0.0
ing_03033,"Taro, leaves, cooked, steamed, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170544),92.15,7.85,0.83,240.0,2.72,0.41,2.0,0.086,0.027,0.0135,0.238,0.357,0.595,0.035,0.14,0.043,0.0
ing_03034,"Tomato juice, canned, without salt added",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170545),94.24,5.76,1.09,170.0,0.85,0.29,0.4,0.01,0.019,0.0095,0.01,0.015,0.025,0.009,0.017,0.005,0.0
ing_03035,"Tomato products, canned, puree, with salt added",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170546),87.88,12.12,1.28,380.0,1.65,0.21,1.9,0.018,0.04,0.02,0.202,0.303,0.505,0.01,0.034,0.009,0.0
ing_03036,"Turnips, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170547),93.6,6.4,0.55,220.0,0.71,0.08,2.0,0.022,0.019,0.0095,0.286,0.429,0.715,0.004,0.023,0.009,0.0
ing_03037,"Turnips, frozen, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170548),93.6,6.4,0.9,210.0,1.53,0.24,2.0,0.032,0.026,0.013,0.272,0.408,0.68,0.009,0.051,0.019,0.0
ing_03038,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170549),96.06,3.94,0.89,110.0,0.4,0.2,1.0,0.018,0.017,0.0085,0.343,0.5145,0.8575,0.0,0.0,0.003,0.0
ing_03039,"Winged bean, immature seeds, cooked, boiled, drained, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170550),90.11,9.89,0.71,370.0,5.31,0.66,0.0,0.061,0.025,0.0125,0.24,0.36,0.6,0.0,0.0,0.0,0.0
ing_03040,"Yam, cooked, boiled, drained, or baked, with salt",mineral,fresh,USDA SR Legacy Profile (FDC ID: 170551),70.13,29.87,1.25,1140.0,1.49,0.14,3.9,0.014,0.049,0.0245,0.244,0.366,0.61,0.018,0.06,0.02,0.0
ing_03041,"Seeds, breadnut tree seeds, raw",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170552),45.0,55.0,1.76,2170.0,5.97,0.99,0.0,0.098,0.067,0.0335,0.031,0.0465,0.0775,0.093,0.578,0.035,0.0
ing_03042,"Seeds, breadnut tree seeds, dried",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170553),6.5,93.5,3.81,3670.0,8.62,1.68,14.9,0.094,0.178,0.089,0.053,0.0795,0.1325,0.135,0.834,0.05,0.0
ing_03043,"Seeds, chia seeds, dried",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170554),5.8,94.2,4.8,4860.0,16.54,30.74,34.4,0.631,0.86,0.43,0.016,0.024,0.04,0.407,0.95,0.588,0.0
ing_03044,"Seeds, cottonseed flour, partially defatted (glandless)",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170555),6.3,93.7,6.0,3590.0,40.96,6.2,3.0,0.478,1.597,0.7985,0.035,0.0525,0.0875,1.074,2.102,0.665,0.0
ing_03045,"Seeds, pumpkin and squash seed kernels, dried",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170556),5.23,94.77,4.78,5590.0,30.23,49.05,6.0,0.046,1.233,0.6165,0.007,0.0105,0.0175,0.332,1.579,0.603,0.0
ing_03046,"Seeds, pumpkin and squash seed kernels, roasted, without salt",mineral,dry,USDA SR Legacy Profile (FDC ID: 170557),2.03,97.97,4.37,5740.0,29.84,49.05,6.5,0.052,1.174,0.587,0.018,0.027,0.045,0.327,1.559,0.595,0.0
ing_03047,"Seeds, safflower seed kernels, dried",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170558),5.62,94.38,5.47,5170.0,16.18,38.45,0.0,0.078,0.644,0.322,0.003,0.0045,0.0075,0.311,1.025,0.284,0.0
ing_03048,"Seeds, safflower seed meal, partially defatted",proteinSource,dry,USDA SR Legacy Profile (FDC ID: 170559),6.41,93.59,6.85,3420.0,35.62,2.39,0.0,0.077,0.638,0.319,0.003,0.0045,0.0075,0.685,2.258,0.625,0.0
ing_03049,"Seeds, sesame flour, low-fat",agricultural,dry,USDA SR Legacy Profile (FDC ID: 170560),7.1,92.9,5.5,3330.0,50.14,1.75,0.0,0.149,0.757,0.3785,0.039,0.0585,0.0975,1.012,2.8,1.656,0.0
